text,label
my grades makes me anxious,Fear
Maybe my roommate will improve,Hopeful
my grades broke my heart,Sadness
I'm thrilled because my siblings,Joy
I feel nervous about my team,Fear
my exams totally surprised me,Surprise
I'm grateful for my family,Grateful
I can't believe my life!,Surprise
I can't stop crying because of the teacher,Sadness
I can't believe my future!,Surprise
Thank you my colleagues for everything,Grateful
the teacher means the world to me,Love
I feel so happy about the results,Joy
I wish I had someone to talk to about my school,Loneliness
I'm thrilled because my parents,Joy
Why does my family always make me upset?,Anger
I can't handle the teacher anymore,Overwhelmed
Maybe my siblings will improve,Hopeful
my exams totally surprised me,Surprise
my exams broke my heart,Sadness
I'm scared of my team,Fear
I really appreciate my life,Grateful
Why does my colleagues always make me upset?,Anger
I care so much about the results,Love
I really appreciate the teacher,Grateful
I can't stand my project anymore!,Anger
I'm grateful for my parents,Grateful
I wish I had someone to talk to about my team,Loneliness
I'm grateful for my parents,Grateful
I can't handle my siblings anymore,Overwhelmed
I'm grateful for my colleagues,Grateful
Maybe my future will improve,Hopeful
I feel exhausted because of my family,Overwhelmed
Wow! I didn't expect my future,Surprise
I'm thrilled because the situation,Joy
I'm so angry at the results!,Anger
Why does my exams always make me upset?,Anger
I care so much about the teacher,Love
Maybe my project will improve,Hopeful
I care so much about my life,Love
the situation is too much for me,Overwhelmed
Thank you my friend for everything,Grateful
Thank you my team for everything,Grateful
I really appreciate my parents,Grateful
my grades means the world to me,Love
I'm so angry at my roommate!,Anger
I'm grateful for my roommate,Grateful
I wish I had someone to talk to about the teacher,Loneliness
Wow! I didn't expect my siblings,Surprise
the teacher is so frustrating,Frustration
I hope the teacher will get better,Hopeful
the teacher means the world to me,Love
I wish I had someone to talk to about my life,Loneliness
I hope the assignment will get better,Hopeful
Why does my parents always make me upset?,Anger
Maybe my parents will improve,Hopeful
Nobody cares about my life,Loneliness
I'm so angry at my roommate!,Anger
Thank you my friend for everything,Grateful
I hope my team will get better,Hopeful
Nobody cares about the teacher,Loneliness
I feel optimistic about my roommate,Hopeful
I can't stand my future anymore!,Anger
I feel so happy about the teacher,Joy
I hope my grades will get better,Hopeful
I really appreciate my future,Grateful
I feel so sad about the teacher,Sadness
I can't deal with the results,Frustration
I can't deal with my exams,Frustration
I feel so sad about my roommate,Sadness
I feel so alone because of the teacher,Loneliness
my life makes me anxious,Fear
I care so much about the situation,Love
my school means the world to me,Love
I really love the results,Love
I'm thrilled because my exams,Joy
my siblings is too much for me,Overwhelmed
I can't stop crying because of my exams,Sadness
I wish I had someone to talk to about my siblings,Loneliness
my colleagues totally surprised me,Surprise
my friend broke my heart,Sadness
Why does my exams always make me upset?,Anger
I feel optimistic about my school,Hopeful
I feel so alone because of my siblings,Loneliness
I feel optimistic about my roommate,Hopeful
I can't deal with my team,Frustration
the assignment makes me anxious,Fear
I feel nervous about my grades,Fear
I can't stand the results anymore!,Anger
my project makes me anxious,Fear
the teacher totally surprised me,Surprise
I'm thrilled because my project,Joy
I can't handle the assignment anymore,Overwhelmed
Maybe the situation will improve,Hopeful
I can't handle the assignment anymore,Overwhelmed
I'm so angry at my exams!,Anger
I'm grateful for my parents,Grateful
I can't stop crying because of my parents,Sadness
my exams totally surprised me,Surprise
I can't deal with my grades,Frustration
I feel so happy about my friend,Joy
I really appreciate my project,Grateful
I'm so angry at the results!,Anger
Why does my project always happen?,Frustration
I can't stop crying because of my roommate,Sadness
I can't believe the assignment!,Surprise
my roommate means the world to me,Love
I can't believe my life!,Surprise
my future made my day!,Joy
I wish I had someone to talk to about my roommate,Loneliness
I feel so happy about my parents,Joy
I really appreciate the situation,Grateful
Why does my future always make me upset?,Anger
I feel exhausted because of the situation,Overwhelmed
my friend is so frustrating,Frustration
I care so much about my parents,Love
I feel so alone because of my colleagues,Loneliness
I can't deal with my school,Frustration
I really love my grades,Love
Nobody cares about the situation,Loneliness
I feel so sad about my grades,Sadness
I wish I had someone to talk to about the situation,Loneliness
I wish I had someone to talk to about my team,Loneliness
my project is so frustrating,Frustration
I hope my life will get better,Hopeful
Why does my team always make me upset?,Anger
Why does my school always make me upset?,Anger
my friend is too much for me,Overwhelmed
my family totally surprised me,Surprise
I really love the assignment,Love
the assignment is so frustrating,Frustration
I hope the assignment will get better,Hopeful
I'm scared of my parents,Fear
I wish I had someone to talk to about my siblings,Loneliness
the situation is too much for me,Overwhelmed
I'm scared of the situation,Fear
Maybe my project will improve,Hopeful
I really appreciate my friend,Grateful
Why does the teacher always happen?,Frustration
my future made my day!,Joy
my grades made my day!,Joy
I really love the situation,Love
I feel nervous about my team,Fear
Why does my colleagues always make me upset?,Anger
I feel so happy about my grades,Joy
I'm thrilled because my exams,Joy
I feel nervous about the results,Fear
my future broke my heart,Sadness
I can't stand my parents anymore!,Anger
the situation totally surprised me,Surprise
I can't stop crying because of my future,Sadness
my family made my day!,Joy
I feel nervous about my exams,Fear
I really appreciate my school,Grateful
I'm grateful for the assignment,Grateful
my family made my day!,Joy
I really appreciate my exams,Grateful
I feel exhausted because of my team,Overwhelmed
I can't believe my future!,Surprise
I care so much about my grades,Love
I'm so angry at my colleagues!,Anger
I'm so angry at my parents!,Anger
I'm so angry at my friend!,Anger
I'm thrilled because my roommate,Joy
Why does the assignment always make me upset?,Anger
I can't handle my family anymore,Overwhelmed
I feel optimistic about my colleagues,Hopeful
I feel exhausted because of my exams,Overwhelmed
I can't handle my school anymore,Overwhelmed
I can't handle my grades anymore,Overwhelmed
Why does my roommate always make me upset?,Anger
I care so much about my siblings,Love
my friend totally surprised me,Surprise
I wish I had someone to talk to about my project,Loneliness
I can't deal with the teacher,Frustration
I care so much about the teacher,Love
I wish I had someone to talk to about my team,Loneliness
I'm thrilled because my family,Joy
I wish I had someone to talk to about my school,Loneliness
I'm grateful for the results,Grateful
I can't stop crying because of my school,Sadness
Why does my parents always happen?,Frustration
I feel exhausted because of my family,Overwhelmed
I'm scared of my family,Fear
I'm thrilled because my future,Joy
Wow! I didn't expect my grades,Surprise
I wish I had someone to talk to about my roommate,Loneliness
I really appreciate my life,Grateful
I hope my siblings will get better,Hopeful
the teacher made my day!,Joy
my school is too much for me,Overwhelmed
I wish I had someone to talk to about the situation,Loneliness
I really appreciate my family,Grateful
I feel exhausted because of my team,Overwhelmed
I can't stand my roommate anymore!,Anger
I'm grateful for the situation,Grateful
I feel optimistic about my colleagues,Hopeful
I can't stand the results anymore!,Anger
I really appreciate the teacher,Grateful
I can't handle my friend anymore,Overwhelmed
I hope my parents will get better,Hopeful
Wow! I didn't expect the situation,Surprise
I can't deal with my project,Frustration
I can't deal with my exams,Frustration
I feel so happy about my family,Joy
I feel so alone because of the teacher,Loneliness
I can't handle the situation anymore,Overwhelmed
my roommate made my day!,Joy
I'm grateful for my school,Grateful
I feel nervous about the assignment,Fear
I can't deal with my project,Frustration
I can't handle my parents anymore,Overwhelmed
I really love my life,Love
my grades broke my heart,Sadness
Why does my parents always make me upset?,Anger
my life totally surprised me,Surprise
I care so much about my siblings,Love
my future is so frustrating,Frustration
my project totally surprised me,Surprise
I really love my family,Love
Nobody cares about the results,Loneliness
I'm grateful for my parents,Grateful
I'm scared of my future,Fear
